SimTime	Autoindex	Register	Registerwert
181	9	CANvelocity	78.1863
181	9	CANlaneid	0
181	10	CANvelocity	76.8374
181	10	CANlaneid	0
181	11	CANvelocity	78.3686
181	11	CANlaneid	0
181	12	CANvelocity	77.8587
181	12	CANlaneid	0
181	13	CANvelocity	78.8051
181	13	CANlaneid	0
181	14	CANvelocity	79.2613
181	14	CANlaneid	0
181	15	CANvelocity	78.059
181	15	CANlaneid	0
181	16	CANvelocity	78.9794
181	16	CANlaneid	0
181	17	CANvelocity	91.6878
181	17	CANlaneid	0
181	18	CANvelocity	95.2827
181	18	CANlaneid	0
181	19	CANvelocity	77.6478
181	19	CANlaneid	0
181	20	CANvelocity	79.6918
181	20	CANlaneid	0
181	21	CANvelocity	78.2812
181	21	CANlaneid	0
181	22	CANvelocity	77.6327
181	22	CANlaneid	0
181	23	CANvelocity	78.5115
181	23	CANlaneid	0
181	24	CANvelocity	79.8875
181	24	CANlaneid	0
181	25	CANvelocity	78.4628
181	25	CANlaneid	0
181	26	CANvelocity	78.7511
181	26	CANlaneid	0
181	27	CANvelocity	79.1196
181	27	CANlaneid	0
181	28	CANvelocity	77.9098
181	28	CANlaneid	0
181	29	CANvelocity	77.0892
181	29	CANlaneid	0
181	30	CANvelocity	77.9328
181	30	CANlaneid	0
181	31	CANvelocity	77.3688
181	31	CANlaneid	0
181	32	CANvelocity	78.6883
181	32	CANlaneid	0
181	33	CANvelocity	77.6076
181	33	CANlaneid	0
181	34	CANvelocity	77.1614
181	34	CANlaneid	0
181	35	CANvelocity	78.1855
181	35	CANlaneid	0
181	36	CANvelocity	88.1047
181	36	CANlaneid	0
181	37	CANvelocity	108.2
181	37	CANlaneid	0
181	38	CANvelocity	119.365
181	38	CANlaneid	0
181	39	CANvelocity	118.547
181	39	CANlaneid	0
181	40	CANvelocity	119.591
181	40	CANlaneid	0
181	41	CANvelocity	118.394
181	41	CANlaneid	0
181	42	CANvelocity	119.285
181	42	CANlaneid	0
181	43	CANvelocity	118.087
181	43	CANlaneid	0
181	44	CANvelocity	118.1
181	44	CANlaneid	0
181	45	CANvelocity	119.3
181	45	CANlaneid	0
181	46	CANvelocity	117.555
181	46	CANlaneid	0
181	47	CANvelocity	118.105
181	47	CANlaneid	0
181	48	CANvelocity	118.004
181	48	CANlaneid	0
182	0	CANvelocity	76.8004
182	0	CANlaneid	0
182	1	CANvelocity	77.1026
182	1	CANlaneid	0
182	2	CANvelocity	68.3974
182	2	CANlaneid	0
182	3	CANvelocity	40.3177
182	3	CANlaneid	0
182	4	CANvelocity	17.2155
182	4	CANlaneid	0
182	5	CANvelocity	20.0956
182	5	CANlaneid	0
182	6	CANvelocity	33.0599
182	6	CANlaneid	0
182	7	CANvelocity	49.3827
182	7	CANlaneid	0
182	8	CANvelocity	63.2076
182	8	CANlaneid	0
182	9	CANvelocity	78.9513
182	9	CANlaneid	0
182	10	CANvelocity	79.7556
182	10	CANlaneid	0
182	11	CANvelocity	78.4654
182	11	CANlaneid	0
182	12	CANvelocity	77.0036
182	12	CANlaneid	0
182	13	CANvelocity	77.1805
182	13	CANlaneid	0
182	14	CANvelocity	76.8004
182	14	CANlaneid	0
182	15	CANvelocity	79.4467
182	15	CANlaneid	0
182	16	CANvelocity	79.1093
182	16	CANlaneid	0
182	17	CANvelocity	82.4581
182	17	CANlaneid	0
182	18	CANvelocity	96.9197
182	18	CANlaneid	0
182	19	CANvelocity	82.3323
182	19	CANlaneid	0
182	20	CANvelocity	77.3379
182	20	CANlaneid	0
182	21	CANvelocity	79.5243
182	21	CANlaneid	0
182	22	CANvelocity	77.801
182	22	CANlaneid	0
182	23	CANvelocity	79.2172
182	23	CANlaneid	0
182	24	CANvelocity	79.1031
182	24	CANlaneid	0
182	25	CANvelocity	77.1827
182	25	CANlaneid	0
182	26	CANvelocity	79.8882
182	26	CANlaneid	0
182	27	CANvelocity	79.4527
182	27	CANlaneid	0
182	28	CANvelocity	78.0978
182	28	CANlaneid	0
182	29	CANvelocity	79.6862
182	29	CANlaneid	0
182	30	CANvelocity	79.5848
182	30	CANlaneid	0
182	31	CANvelocity	77.8483
182	31	CANlaneid	0
182	32	CANvelocity	78.724
182	32	CANlaneid	0
182	33	CANvelocity	78.4691
182	33	CANlaneid	0
182	34	CANvelocity	76.8208
182	34	CANlaneid	0
182	35	CANvelocity	77.7224
182	35	CANlaneid	0
182	36	CANvelocity	78.7282
182	36	CANlaneid	0
182	37	CANvelocity	99.9028
182	37	CANlaneid	0
182	38	CANvelocity	115.027
182	38	CANlaneid	0
182	39	CANvelocity	119.754
182	39	CANlaneid	0
182	40	CANvelocity	119.064
182	40	CANlaneid	0
182	41	CANvelocity	119.78
182	41	CANlaneid	0
182	42	CANvelocity	117.806
182	42	CANlaneid	0
182	43	CANvelocity	118.625
182	43	CANlaneid	0
182	44	CANvelocity	118.543
182	44	CANlaneid	0
182	45	CANvelocity	119.128
182	45	CANlaneid	0
182	46	CANvelocity	119.397
182	46	CANlaneid	0
182	47	CANvelocity	119.537
182	47	CANlaneid	0
182	48	CANvelocity	119.624
182	48	CANlaneid	0
183	0	CANvelocity	78.3894
183	0	CANlaneid	0
183	1	CANvelocity	78.5404
183	1	CANlaneid	0
183	2	CANvelocity	74.5474
183	2	CANlaneid	0
183	3	CANvelocity	47.2944
183	3	CANlaneid	0
183	4	CANvelocity	24.1943
183	4	CANlaneid	0
183	5	CANvelocity	18.7496
183	5	CANlaneid	0
183	6	CANvelocity	23.2676
183	6	CANlaneid	0
183	7	CANvelocity	44.2467
183	7	CANlaneid	0
183	8	CANvelocity	54.6595
183	8	CANlaneid	0
183	9	CANvelocity	74.1145
183	9	CANlaneid	0
183	10	CANvelocity	77.9294
183	10	CANlaneid	0
183	11	CANvelocity	78.6369
183	11	CANlaneid	0
183	12	CANvelocity	78.6184
183	12	CANlaneid	0
183	13	CANvelocity	79.4186
183	13	CANlaneid	0
183	14	CANvelocity	76.8691
183	14	CANlaneid	0
183	15	CANvelocity	79.5059
183	15	CANlaneid	0
183	16	CANvelocity	77.5431
183	16	CANlaneid	0
183	17	CANvelocity	79.2026
183	17	CANlaneid	0
183	18	CANvelocity	89.3726
183	18	CANlaneid	0
183	19	CANvelocity	87.5265
183	19	CANlaneid	0
183	20	CANvelocity	76.9981
183	20	CANlaneid	0
183	21	CANvelocity	77.7696
183	21	CANlaneid	0
183	22	CANvelocity	77.5873
183	22	CANlaneid	0
183	23	CANvelocity	77.0911
183	23	CANlaneid	0
183	24	CANvelocity	77.5142
183	24	CANlaneid	0
183	25	CANvelocity	77.7625
183	25	CANlaneid	0
183	26	CANvelocity	77.5445
183	26	CANlaneid	0
183	27	CANvelocity	78.07
183	27	CANlaneid	0
183	28	CANvelocity	79.5095
183	28	CANlaneid	0
183	29	CANvelocity	79.9618
183	29	CANlaneid	0
183	30	CANvelocity	77.0359
183	30	CANlaneid	0
183	31	CANvelocity	79.9475
183	31	CANlaneid	0
183	32	CANvelocity	79.0004
183	32	CANlaneid	0
183	33	CANvelocity	77.541
183	33	CANlaneid	0
183	34	CANvelocity	78.2366
183	34	CANlaneid	0
183	35	CANvelocity	79.1324
183	35	CANlaneid	0
183	36	CANvelocity	78.1561
183	36	CANlaneid	0
183	37	CANvelocity	91.6272
183	37	CANlaneid	0
183	38	CANvelocity	107.236
183	38	CANlaneid	0
183	39	CANvelocity	118.668
183	39	CANlaneid	0
183	40	CANvelocity	118.521
183	40	CANlaneid	0
183	41	CANvelocity	119.355
183	41	CANlaneid	0
183	42	CANvelocity	119.155
183	42	CANlaneid	0
183	43	CANvelocity	118.176
183	43	CANlaneid	0
183	44	CANvelocity	118.766
183	44	CANlaneid	0
183	45	CANvelocity	118.582
183	45	CANlaneid	0
183	46	CANvelocity	118.754
183	46	CANlaneid	0
183	47	CANvelocity	118.629
183	47	CANlaneid	0
183	48	CANvelocity	119.618
183	48	CANlaneid	0
184	0	CANvelocity	77.6487
184	0	CANlaneid	0
184	1	CANvelocity	77.4822
184	1	CANlaneid	0
184	2	CANvelocity	79.9317
184	2	CANlaneid	0
184	3	CANvelocity	51.9094
184	3	CANlaneid	0
184	4	CANvelocity	31.9959
184	4	CANlaneid	0
184	5	CANvelocity	11.2541
184	5	CANlaneid	0
184	6	CANvelocity	22.2676
184	6	CANlaneid	0
184	7	CANvelocity	35.6911
184	7	CANlaneid	0
184	8	CANvelocity	49.57
184	8	CANlaneid	0
184	9	CANvelocity	67.2197
184	9	CANlaneid	0
184	10	CANvelocity	78.6192
184	10	CANlaneid	0
184	11	CANvelocity	78.6157
184	11	CANlaneid	0
184	12	CANvelocity	77.1141
184	12	CANlaneid	0
184	13	CANvelocity	78.2636
184	13	CANlaneid	0
184	14	CANvelocity	79.8358
184	14	CANlaneid	0
184	15	CANvelocity	78.6055
184	15	CANlaneid	0
184	16	CANvelocity	77.0679
184	16	CANlaneid	0
184	17	CANvelocity	78.2374
184	17	CANlaneid	0
184	18	CANvelocity	86.2927
184	18	CANlaneid	0
184	19	CANvelocity	92.7921
184	19	CANlaneid	0
184	20	CANvelocity	78.5416
184	20	CANlaneid	0
184	21	CANvelocity	77.1948
184	21	CANlaneid	0
184	22	CANvelocity	78.61
184	22	CANlaneid	0
184	23	CANvelocity	79.6423
184	23	CANlaneid	0
184	24	CANvelocity	79.2188
184	24	CANlaneid	0
184	25	CANvelocity	79.4228
184	25	CANlaneid	0
184	26	CANvelocity	77.4258
184	26	CANlaneid	0
184	27	CANvelocity	77.6965
184	27	CANlaneid	0
184	28	CANvelocity	77.088
184	28	CANlaneid	0
184	29	CANvelocity	76.9018
184	29	CANlaneid	0
184	30	CANvelocity	79.4057
184	30	CANlaneid	0
184	31	CANvelocity	77.2089
184	31	CANlaneid	0
184	32	CANvelocity	79.4364
184	32	CANlaneid	0
184	33	CANvelocity	78.848
184	33	CANlaneid	0
184	34	CANvelocity	79.949
184	34	CANlaneid	0
184	35	CANvelocity	76.8979
184	35	CANlaneid	0
184	36	CANvelocity	77.1753
184	36	CANlaneid	0
184	37	CANvelocity	85.2287
184	37	CANlaneid	0
184	38	CANvelocity	98.5509
184	38	CANlaneid	0
184	39	CANvelocity	118.384
184	39	CANlaneid	0
184	40	CANvelocity	117.663
184	40	CANlaneid	0
184	41	CANvelocity	118.996
184	41	CANlaneid	0
184	42	CANvelocity	117.762
184	42	CANlaneid	0
184	43	CANvelocity	118.658
184	43	CANlaneid	0
184	44	CANvelocity	119.465
184	44	CANlaneid	0
184	45	CANvelocity	117.743
184	45	CANlaneid	0
184	46	CANvelocity	119.673
184	46	CANlaneid	0
184	47	CANvelocity	117.86
184	47	CANlaneid	0
184	48	CANvelocity	119.273
184	48	CANlaneid	0
185	0	CANvelocity	74.609
185	0	CANlaneid	0
185	1	CANvelocity	77.2059
185	1	CANlaneid	0
185	2	CANvelocity	78.556
185	2	CANlaneid	0
185	3	CANvelocity	59.0414
185	3	CANlaneid	0
185	4	CANvelocity	37.1455
185	4	CANlaneid	0
185	5	CANvelocity	16.3546
185	5	CANlaneid	0
185	6	CANvelocity	16.2421
185	6	CANlaneid	0
185	7	CANvelocity	27.4299
185	7	CANlaneid	0
185	8	CANvelocity	41.8288
185	8	CANlaneid	0
185	9	CANvelocity	60.5776
185	9	CANlaneid	0
185	10	CANvelocity	76.9518
185	10	CANlaneid	0
185	11	CANvelocity	77.4381
185	11	CANlaneid	0
185	12	CANvelocity	77.6044
185	12	CANlaneid	0
185	13	CANvelocity	77.3895
185	13	CANlaneid	0
185	14	CANvelocity	78.0594
185	14	CANlaneid	0
185	15	CANvelocity	78.2243
185	15	CANlaneid	0
185	16	CANvelocity	78.2661
185	16	CANlaneid	0
185	17	CANvelocity	76.9352
185	17	CANlaneid	0
185	18	CANvelocity	79.6838
185	18	CANlaneid	0
185	19	CANvelocity	96.3263
185	19	CANlaneid	0
185	20	CANvelocity	82.5097
185	20	CANlaneid	0
185	21	CANvelocity	78.5982
185	21	CANlaneid	0
185	22	CANvelocity	78.6841
185	22	CANlaneid	0
185	23	CANvelocity	79.373
185	23	CANlaneid	0
185	24	CANvelocity	78.2975
185	24	CANlaneid	0
185	25	CANvelocity	79.6611
185	25	CANlaneid	0
185	26	CANvelocity	78.2306
185	26	CANlaneid	0
185	27	CANvelocity	77.3738
185	27	CANlaneid	0
185	28	CANvelocity	78.2318
185	28	CANlaneid	0
185	29	CANvelocity	77.6042
185	29	CANlaneid	0
185	30	CANvelocity	79.2179
185	30	CANlaneid	0
185	31	CANvelocity	79.951
185	31	CANlaneid	0
185	32	CANvelocity	78.5865
185	32	CANlaneid	0
185	33	CANvelocity	78.9191
185	33	CANlaneid	0
185	34	CANvelocity	77.6908
185	34	CANlaneid	0
185	35	CANvelocity	79.539
185	35	CANlaneid	0
185	36	CANvelocity	77.3404
185	36	CANlaneid	0
185	37	CANvelocity	79.7768
185	37	CANlaneid	0
185	38	CANvelocity	92.3923
185	38	CANlaneid	0
185	39	CANvelocity	118.29
185	39	CANlaneid	0
185	40	CANvelocity	119.848
185	40	CANlaneid	0
185	41	CANvelocity	119.615
185	41	CANlaneid	0
185	42	CANvelocity	119.159
185	42	CANlaneid	0
185	43	CANvelocity	118.532
185	43	CANlaneid	0
185	44	CANvelocity	119.35
185	44	CANlaneid	0
185	45	CANvelocity	117.89
185	45	CANlaneid	0
185	46	CANvelocity	119.847
185	46	CANlaneid	0
185	47	CANvelocity	118.604
185	47	CANlaneid	0
185	48	CANvelocity	119.756
185	48	CANlaneid	0
186	0	CANvelocity	63.5131
186	0	CANlaneid	0
186	1	CANvelocity	76.8204
186	1	CANlaneid	0
186	2	CANvelocity	79.8628
186	2	CANlaneid	0
186	3	CANvelocity	65.6897
186	3	CANlaneid	0
186	4	CANvelocity	41.5902
186	4	CANlaneid	0
186	5	CANvelocity	21.8592
186	5	CANlaneid	0
186	6	CANvelocity	17.1388
186	6	CANlaneid	0
186	7	CANvelocity	21.6752
186	7	CANlaneid	0
186	8	CANvelocity	35.5262
186	8	CANlaneid	0
186	9	CANvelocity	53.8547
186	9	CANlaneid	0
186	10	CANvelocity	74.6379
186	10	CANlaneid	0
186	11	CANvelocity	77.7086
186	11	CANlaneid	0
186	12	CANvelocity	76.9093
186	12	CANlaneid	0
186	13	CANvelocity	78.0237
186	13	CANlaneid	0
186	14	CANvelocity	77.9038
186	14	CANlaneid	0
186	15	CANvelocity	76.8181
186	15	CANlaneid	0
186	16	CANvelocity	78.8456
186	16	CANlaneid	0
186	17	CANvelocity	78.0747
186	17	CANlaneid	0
186	18	CANvelocity	79.1234
186	18	CANlaneid	0
186	19	CANvelocity	93.507
186	19	CANlaneid	0
186	20	CANvelocity	86.1663
186	20	CANlaneid	0
186	21	CANvelocity	77.9258
186	21	CANlaneid	0
186	22	CANvelocity	76.9921
186	22	CANlaneid	0
186	23	CANvelocity	78.4082
186	23	CANlaneid	0
186	24	CANvelocity	79.0733
186	24	CANlaneid	0
186	25	CANvelocity	78.3136
186	25	CANlaneid	0
186	26	CANvelocity	77.8008
186	26	CANlaneid	0
186	27	CANvelocity	76.8704
186	27	CANlaneid	0
186	28	CANvelocity	78.8529
186	28	CANlaneid	0
186	29	CANvelocity	77.9508
186	29	CANlaneid	0
186	30	CANvelocity	78.6519
186	30	CANlaneid	0
186	31	CANvelocity	77.5897
186	31	CANlaneid	0
186	32	CANvelocity	78.0173
186	32	CANlaneid	0
186	33	CANvelocity	79.0336
186	33	CANlaneid	0
186	34	CANvelocity	78.7199
186	34	CANlaneid	0
186	35	CANvelocity	77.1774
186	35	CANlaneid	0
186	36	CANvelocity	79.2741
186	36	CANlaneid	0
186	37	CANvelocity	79.4449
186	37	CANlaneid	0
186	38	CANvelocity	85.1766
186	38	CANlaneid	0
186	39	CANvelocity	116.97
186	39	CANlaneid	0
186	40	CANvelocity	119.301
186	40	CANlaneid	0
186	41	CANvelocity	119.718
186	41	CANlaneid	0
186	42	CANvelocity	119.421
186	42	CANlaneid	0
186	43	CANvelocity	118.856
186	43	CANlaneid	0
186	44	CANvelocity	117.768
186	44	CANlaneid	0
186	45	CANvelocity	119.979
186	45	CANlaneid	0
186	46	CANvelocity	118.223
186	46	CANlaneid	0
186	47	CANvelocity	117.665
186	47	CANlaneid	0
186	48	CANvelocity	118.715
186	48	CANlaneid	0
187	0	CANvelocity	47.7504
187	0	CANlaneid	0
187	1	CANvelocity	68.1205
187	1	CANlaneid	0
187	2	CANvelocity	78.8058
187	2	CANlaneid	0
187	3	CANvelocity	70.5216
187	3	CANlaneid	0
187	4	CANvelocity	46.2664
187	4	CANlaneid	0
187	5	CANvelocity	28.8025
187	5	CANlaneid	0
187	6	CANvelocity	11.659
187	6	CANlaneid	0
187	7	CANvelocity	23.0332
187	7	CANlaneid	0
187	8	CANvelocity	29.8021
187	8	CANlaneid	0
187	9	CANvelocity	43.83
187	9	CANlaneid	0
187	10	CANvelocity	66.747
187	10	CANlaneid	0
187	11	CANvelocity	77.4416
187	11	CANlaneid	0
187	12	CANvelocity	78.7182
187	12	CANlaneid	0
187	13	CANvelocity	77.5248
187	13	CANlaneid	0
187	14	CANvelocity	77.6028
187	14	CANlaneid	0
187	15	CANvelocity	77.7072
187	15	CANlaneid	0
187	16	CANvelocity	79.3813
187	16	CANlaneid	0
187	17	CANvelocity	78.5446
187	17	CANlaneid	0
187	18	CANvelocity	77.3587
187	18	CANlaneid	0
187	19	CANvelocity	82.2633
187	19	CANlaneid	0
187	20	CANvelocity	92.0649
187	20	CANlaneid	0
187	21	CANvelocity	82.7677
187	21	CANlaneid	0
187	22	CANvelocity	77.6817
187	22	CANlaneid	0
187	23	CANvelocity	77.56
187	23	CANlaneid	0
187	24	CANvelocity	78.5742
187	24	CANlaneid	0
187	25	CANvelocity	78.9665
187	25	CANlaneid	0
187	26	CANvelocity	78.8707
187	26	CANlaneid	0
187	27	CANvelocity	76.9048
187	27	CANlaneid	0
187	28	CANvelocity	77.5288
187	28	CANlaneid	0
187	29	CANvelocity	79.223
187	29	CANlaneid	0
187	30	CANvelocity	78.2831
187	30	CANlaneid	0
187	31	CANvelocity	78.0503
187	31	CANlaneid	0
187	32	CANvelocity	79.4208
187	32	CANlaneid	0
187	33	CANvelocity	77.1548
187	33	CANlaneid	0
187	34	CANvelocity	78.1824
187	34	CANlaneid	0
187	35	CANvelocity	79.2723
187	35	CANlaneid	0
187	36	CANvelocity	77.9023
187	36	CANlaneid	0
187	37	CANvelocity	78.5558
187	37	CANlaneid	0
187	38	CANvelocity	77.8612
187	38	CANlaneid	0
187	39	CANvelocity	108.663
187	39	CANlaneid	0
187	40	CANvelocity	118.695
187	40	CANlaneid	0
187	41	CANvelocity	119.373
187	41	CANlaneid	0
187	42	CANvelocity	118.6
187	42	CANlaneid	0
187	43	CANvelocity	118.356
187	43	CANlaneid	0
187	44	CANvelocity	119.944
187	44	CANlaneid	0
187	45	CANvelocity	119.566
187	45	CANlaneid	0
187	46	CANvelocity	118.125
187	46	CANlaneid	0
187	47	CANvelocity	118.19
187	47	CANlaneid	0
187	48	CANvelocity	119.814
187	48	CANlaneid	0
188	0	CANvelocity	34.607
188	0	CANlaneid	0
188	1	CANvelocity	52.2097
188	1	CANlaneid	0
188	2	CANvelocity	77.4102
188	2	CANlaneid	0
188	3	CANvelocity	77.0675
188	3	CANlaneid	0
188	4	CANvelocity	50.907
188	4	CANlaneid	0
188	5	CANvelocity	34.1992
188	5	CANlaneid	0
188	6	CANvelocity	18.8117
188	6	CANlaneid	0
188	7	CANvelocity	16.4112
188	7	CANlaneid	0
188	8	CANvelocity	28.5141
188	8	CANlaneid	0
188	9	CANvelocity	40.1904
188	9	CANlaneid	0
188	10	CANvelocity	57.1935
188	10	CANlaneid	0
188	11	CANvelocity	78.2804
188	11	CANlaneid	0
188	12	CANvelocity	78.0338
188	12	CANlaneid	0
188	13	CANvelocity	79.4917
188	13	CANlaneid	0
188	14	CANvelocity	77.3371
188	14	CANlaneid	0
188	15	CANvelocity	78.2739
188	15	CANlaneid	0
188	16	CANvelocity	78.5895
188	16	CANlaneid	0
188	17	CANvelocity	79.0943
188	17	CANlaneid	0
188	18	CANvelocity	79.5344
188	18	CANlaneid	0
188	19	CANvelocity	79.6979
188	19	CANlaneid	0
188	20	CANvelocity	96.3659
188	20	CANlaneid	0
188	21	CANvelocity	88.4879
188	21	CANlaneid	0
188	22	CANvelocity	77.1775
188	22	CANlaneid	0
188	23	CANvelocity	78.4344
188	23	CANlaneid	0
188	24	CANvelocity	77.7904
188	24	CANlaneid	0
188	25	CANvelocity	77.7269
188	25	CANlaneid	0
188	26	CANvelocity	78.7014
188	26	CANlaneid	0
188	27	CANvelocity	78.6652
188	27	CANlaneid	0
188	28	CANvelocity	77.1259
188	28	CANlaneid	0
188	29	CANvelocity	79.058
188	29	CANlaneid	0
188	30	CANvelocity	78.4153
188	30	CANlaneid	0
188	31	CANvelocity	77.7059
188	31	CANlaneid	0
188	32	CANvelocity	77.3304
188	32	CANlaneid	0
188	33	CANvelocity	77.407
188	33	CANlaneid	0
188	34	CANvelocity	79.5458
188	34	CANlaneid	0
188	35	CANvelocity	78.4582
188	35	CANlaneid	0
188	36	CANvelocity	76.9871
188	36	CANlaneid	0
188	37	CANvelocity	78.899
188	37	CANlaneid	0
188	38	CANvelocity	76.9985
188	38	CANlaneid	0
188	39	CANvelocity	98.8725
188	39	CANlaneid	0
188	40	CANvelocity	112.338
188	40	CANlaneid	0
188	41	CANvelocity	118.953
188	41	CANlaneid	0
188	42	CANvelocity	119.36
188	42	CANlaneid	0
188	43	CANvelocity	118.32
188	43	CANlaneid	0
188	44	CANvelocity	119.642
188	44	CANlaneid	0
188	45	CANvelocity	119.782
188	45	CANlaneid	0
188	46	CANvelocity	117.904
188	46	CANlaneid	0
188	47	CANvelocity	119.844
188	47	CANlaneid	0
188	48	CANvelocity	119.24
188	48	CANlaneid	0
189	0	CANvelocity	20.8066
189	0	CANlaneid	0
189	1	CANvelocity	43.3369
189	1	CANlaneid	0
189	2	CANvelocity	62.3418
189	2	CANlaneid	0
189	3	CANvelocity	78.0104
189	3	CANlaneid	0
189	4	CANvelocity	58.2774
189	4	CANlaneid	0
189	5	CANvelocity	42.0075
189	5	CANlaneid	0
189	6	CANvelocity	23.9458
189	6	CANlaneid	0
189	7	CANvelocity	16.6582
189	7	CANlaneid	0
189	8	CANvelocity	19.9915
189	8	CANlaneid	0
189	9	CANvelocity	34.9184
189	9	CANlaneid	0
189	10	CANvelocity	50.7231
189	10	CANlaneid	0
189	11	CANvelocity	69.3565
189	11	CANlaneid	0
189	12	CANvelocity	77.8797
189	12	CANlaneid	0
189	13	CANvelocity	79.0727
189	13	CANlaneid	0
189	14	CANvelocity	79.0652
189	14	CANlaneid	0
189	15	CANvelocity	78.2147
189	15	CANlaneid	0
189	16	CANvelocity	79.2297
189	16	CANlaneid	0
189	17	CANvelocity	77.921
189	17	CANlaneid	0
189	18	CANvelocity	78.0523
189	18	CANlaneid	0
189	19	CANvelocity	78.4335
189	19	CANlaneid	0
189	20	CANvelocity	96.9615
189	20	CANlaneid	0
189	21	CANvelocity	92.3035
189	21	CANlaneid	0
189	22	CANvelocity	77.3894
189	22	CANlaneid	0
189	23	CANvelocity	78.2339
189	23	CANlaneid	0
189	24	CANvelocity	77.685
189	24	CANlaneid	0
189	25	CANvelocity	79.2033
189	25	CANlaneid	0
189	26	CANvelocity	79.2074
189	26	CANlaneid	0
189	27	CANvelocity	77.8618
189	27	CANlaneid	0
189	28	CANvelocity	77.1865
189	28	CANlaneid	0
189	29	CANvelocity	76.8119
189	29	CANlaneid	0
189	30	CANvelocity	77.0935
189	30	CANlaneid	0
189	31	CANvelocity	79.474
189	31	CANlaneid	0
189	32	CANvelocity	77.2549
189	32	CANlaneid	0
189	33	CANvelocity	77.4078
189	33	CANlaneid	0
189	34	CANvelocity	78.8925
189	34	CANlaneid	0
189	35	CANvelocity	77.6598
189	35	CANlaneid	0
189	36	CANvelocity	78.2488
189	36	CANlaneid	0
189	37	CANvelocity	79.3763
189	37	CANlaneid	0
189	38	CANvelocity	78.8322
189	38	CANlaneid	0
189	39	CANvelocity	92.6992
189	39	CANlaneid	0
189	40	CANvelocity	100.858
189	40	CANlaneid	0
189	41	CANvelocity	118.033
189	41	CANlaneid	0
189	42	CANvelocity	118.618
189	42	CANlaneid	0
189	43	CANvelocity	119.952
189	43	CANlaneid	0
189	44	CANvelocity	118.595
189	44	CANlaneid	0
189	45	CANvelocity	119.683
189	45	CANlaneid	0
189	46	CANvelocity	119.486
189	46	CANlaneid	0
189	47	CANvelocity	118.275
189	47	CANlaneid	0
189	48	CANvelocity	117.916
189	48	CANlaneid	0
190	0	CANvelocity	10.579
190	0	CANlaneid	0
190	1	CANvelocity	29.8828
190	1	CANlaneid	0
190	2	CANvelocity	54.0196
190	2	CANlaneid	0
190	3	CANvelocity	79.3183
190	3	CANlaneid	0
190	4	CANvelocity	63.3823
190	4	CANlaneid	0
190	5	CANvelocity	46.7568
190	5	CANlaneid	0
190	6	CANvelocity	31.4314
190	6	CANlaneid	0
190	7	CANvelocity	19.3808
190	7	CANlaneid	0
190	8	CANvelocity	17.2244
190	8	CANlaneid	0
190	9	CANvelocity	27.1947
190	9	CANlaneid	0
190	10	CANvelocity	47.3339
190	10	CANlaneid	0
190	11	CANvelocity	59.338
190	11	CANlaneid	0
190	12	CANvelocity	78.3896
190	12	CANlaneid	0
190	13	CANvelocity	76.8978
190	13	CANlaneid	0
190	14	CANvelocity	78.1708
190	14	CANlaneid	0
190	15	CANvelocity	76.8422
190	15	CANlaneid	0
190	16	CANvelocity	78.0428
190	16	CANlaneid	0
190	17	CANvelocity	79.4923
190	17	CANlaneid	0
190	18	CANvelocity	76.8134
190	18	CANlaneid	0
190	19	CANvelocity	78.6253
190	19	CANlaneid	0
190	20	CANvelocity	81.8688
190	20	CANlaneid	0
190	21	CANvelocity	98.1708
190	21	CANlaneid	0
190	22	CANvelocity	78.4643
190	22	CANlaneid	0
190	23	CANvelocity	77.8587
190	23	CANlaneid	0
190	24	CANvelocity	77.0128
190	24	CANlaneid	0
190	25	CANvelocity	79.35
190	25	CANlaneid	0
190	26	CANvelocity	77.1781
190	26	CANlaneid	0
190	27	CANvelocity	78.5623
190	27	CANlaneid	0
190	28	CANvelocity	77.7005
190	28	CANlaneid	0
190	29	CANvelocity	78.9333
190	29	CANlaneid	0
190	30	CANvelocity	78.9843
190	30	CANlaneid	0
190	31	CANvelocity	79.2525
190	31	CANlaneid	0
190	32	CANvelocity	78.3798
190	32	CANlaneid	0
190	33	CANvelocity	77.0682
190	33	CANlaneid	0
190	34	CANvelocity	78.4009
190	34	CANlaneid	0
190	35	CANvelocity	77.1245
190	35	CANlaneid	0
190	36	CANvelocity	79.5144
190	36	CANlaneid	0
190	37	CANvelocity	77.5683
190	37	CANlaneid	0
190	38	CANvelocity	78.3484
190	38	CANlaneid	0
190	39	CANvelocity	78.7292
190	39	CANlaneid	0
190	40	CANvelocity	96.9445
190	40	CANlaneid	0
190	41	CANvelocity	119.916
190	41	CANlaneid	0
190	42	CANvelocity	118.367
190	42	CANlaneid	0
190	43	CANvelocity	119.479
190	43	CANlaneid	0
190	44	CANvelocity	119.169
190	44	CANlaneid	0
190	45	CANvelocity	119.705
190	45	CANlaneid	0
190	46	CANvelocity	118.42
190	46	CANlaneid	0
190	47	CANvelocity	119.023
190	47	CANlaneid	0
190	48	CANvelocity	119.695
190	48	CANlaneid	0
191	0	CANvelocity	15.8008
191	0	CANlaneid	0
191	1	CANvelocity	22.3709
191	1	CANlaneid	0
191	2	CANvelocity	43.273
191	2	CANlaneid	0
191	3	CANvelocity	78.6052
191	3	CANlaneid	0
191	4	CANvelocity	67.6719
191	4	CANlaneid	0
191	5	CANvelocity	51.7164
