SimTime	Autoindex	Register	Registerwert
115	36	CANlaneid	0
115	37	CANvelocity	76.508
115	37	CANlaneid	0
115	38	CANvelocity	65.4865
115	38	CANlaneid	0
115	39	CANvelocity	51.955
115	39	CANlaneid	0
115	40	CANvelocity	32.9046
115	40	CANlaneid	0
115	41	CANvelocity	16.3388
115	41	CANlaneid	0
116	0	CANvelocity	77.1201
116	0	CANlaneid	0
116	1	CANvelocity	79.7735
116	1	CANlaneid	0
116	2	CANvelocity	77.9563
116	2	CANlaneid	0
116	3	CANvelocity	79.8539
116	3	CANlaneid	0
116	4	CANvelocity	76.8227
116	4	CANlaneid	0
116	5	CANvelocity	77.4623
116	5	CANlaneid	0
116	6	CANvelocity	78.934
116	6	CANlaneid	0
116	7	CANvelocity	78.7309
116	7	CANlaneid	0
116	8	CANvelocity	78.89
116	8	CANlaneid	0
116	9	CANvelocity	76.9418
116	9	CANlaneid	0
116	10	CANvelocity	79.0148
116	10	CANlaneid	0
116	11	CANvelocity	79.4345
116	11	CANlaneid	0
116	12	CANvelocity	79.5704
116	12	CANlaneid	0
116	13	CANvelocity	111.218
116	13	CANlaneid	0
116	14	CANvelocity	119.732
116	14	CANlaneid	0
116	15	CANvelocity	118.878
116	15	CANlaneid	0
116	16	CANvelocity	119.626
116	16	CANlaneid	0
116	17	CANvelocity	119.059
116	17	CANlaneid	0
116	18	CANvelocity	118.268
116	18	CANlaneid	0
116	19	CANvelocity	117.885
116	19	CANlaneid	0
116	20	CANvelocity	117.643
116	20	CANlaneid	0
116	21	CANvelocity	119.758
116	21	CANlaneid	0
116	22	CANvelocity	117.839
116	22	CANlaneid	0
116	23	CANvelocity	119.834
116	23	CANlaneid	0
116	24	CANvelocity	117.63
116	24	CANlaneid	0
116	25	CANvelocity	118.221
116	25	CANlaneid	0
116	26	CANvelocity	119.816
116	26	CANlaneid	0
116	27	CANvelocity	117.903
116	27	CANlaneid	0
116	28	CANvelocity	117.587
116	28	CANlaneid	0
116	29	CANvelocity	118.251
116	29	CANlaneid	0
116	30	CANvelocity	119.912
116	30	CANlaneid	0
116	31	CANvelocity	119.893
116	31	CANlaneid	0
116	32	CANvelocity	119.04
116	32	CANlaneid	0
116	33	CANvelocity	119.969
116	33	CANlaneid	0
116	34	CANvelocity	112.311
116	34	CANlaneid	0
116	35	CANvelocity	103.233
116	35	CANlaneid	0
116	36	CANvelocity	95.209
116	36	CANlaneid	0
116	37	CANvelocity	80.7841
116	37	CANlaneid	0
116	38	CANvelocity	70.8701
116	38	CANlaneid	0
116	39	CANvelocity	55.924
116	39	CANlaneid	0
116	40	CANvelocity	38.9999
116	40	CANlaneid	0
116	41	CANvelocity	21.192
116	41	CANlaneid	0
116	42	CANvelocity	2.5417
116	42	CANlaneid	0
117	0	CANvelocity	77.8429
117	0	CANlaneid	0
117	1	CANvelocity	79.0257
117	1	CANlaneid	0
117	2	CANvelocity	77.0241
117	2	CANlaneid	0
117	3	CANvelocity	77.8496
117	3	CANlaneid	0
117	4	CANvelocity	77.9841
117	4	CANlaneid	0
117	5	CANvelocity	79.0962
117	5	CANlaneid	0
117	6	CANvelocity	78.8365
117	6	CANlaneid	0
117	7	CANvelocity	79.6518
117	7	CANlaneid	0
117	8	CANvelocity	78.781
117	8	CANlaneid	0
117	9	CANvelocity	79.6759
117	9	CANlaneid	0
117	10	CANvelocity	78.1091
117	10	CANlaneid	0
117	11	CANvelocity	78.9509
117	11	CANlaneid	0
117	12	CANvelocity	79.1425
117	12	CANlaneid	0
117	13	CANvelocity	98.183
117	13	CANlaneid	0
117	14	CANvelocity	118.172
117	14	CANlaneid	0
117	15	CANvelocity	118.062
117	15	CANlaneid	0
117	16	CANvelocity	117.716
117	16	CANlaneid	0
117	17	CANvelocity	118.763
117	17	CANlaneid	0
117	18	CANvelocity	119.816
117	18	CANlaneid	0
117	19	CANvelocity	118.111
117	19	CANlaneid	0
117	20	CANvelocity	118.119
117	20	CANlaneid	0
117	21	CANvelocity	119.979
117	21	CANlaneid	0
117	22	CANvelocity	118.459
117	22	CANlaneid	0
117	23	CANvelocity	117.685
117	23	CANlaneid	0
117	24	CANvelocity	118.039
117	24	CANlaneid	0
117	25	CANvelocity	118.514
117	25	CANlaneid	0
117	26	CANvelocity	118.772
117	26	CANlaneid	0
117	27	CANvelocity	119.267
117	27	CANlaneid	0
117	28	CANvelocity	118.378
117	28	CANlaneid	0
117	29	CANvelocity	119.53
117	29	CANlaneid	0
117	30	CANvelocity	118.335
117	30	CANlaneid	0
117	31	CANvelocity	119.134
117	31	CANlaneid	0
117	32	CANvelocity	118.555
117	32	CANlaneid	0
117	33	CANvelocity	118.205
117	33	CANlaneid	0
117	34	CANvelocity	116.452
117	34	CANlaneid	0
117	35	CANvelocity	106.983
117	35	CANlaneid	0
117	36	CANvelocity	98.5984
117	36	CANlaneid	0
117	37	CANvelocity	86.2718
117	37	CANlaneid	0
117	38	CANvelocity	77.5662
117	38	CANlaneid	0
117	39	CANvelocity	59.7773
117	39	CANlaneid	0
117	40	CANvelocity	46.6019
117	40	CANlaneid	0
117	41	CANvelocity	27.5036
117	41	CANlaneid	0
117	42	CANvelocity	10.0443
117	42	CANlaneid	0
118	0	CANvelocity	79.6771
118	0	CANlaneid	0
118	1	CANvelocity	76.8208
118	1	CANlaneid	0
118	2	CANvelocity	78.0458
118	2	CANlaneid	0
118	3	CANvelocity	77.0243
118	3	CANlaneid	0
118	4	CANvelocity	77.6581
118	4	CANlaneid	0
118	5	CANvelocity	78.4353
118	5	CANlaneid	0
118	6	CANvelocity	77.9104
118	6	CANlaneid	0
118	7	CANvelocity	77.8284
118	7	CANlaneid	0
118	8	CANvelocity	79.6666
118	8	CANlaneid	0
118	9	CANvelocity	77.1686
118	9	CANlaneid	0
118	10	CANvelocity	76.8654
118	10	CANlaneid	0
118	11	CANvelocity	77.6583
118	11	CANlaneid	0
118	12	CANvelocity	79.9211
118	12	CANlaneid	0
118	13	CANvelocity	91.2219
118	13	CANlaneid	0
118	14	CANvelocity	114.035
118	14	CANlaneid	0
118	15	CANvelocity	119.803
118	15	CANlaneid	0
118	16	CANvelocity	118.717
118	16	CANlaneid	0
118	17	CANvelocity	119.195
118	17	CANlaneid	0
118	18	CANvelocity	119.194
118	18	CANlaneid	0
118	19	CANvelocity	119.86
118	19	CANlaneid	0
118	20	CANvelocity	119.449
118	20	CANlaneid	0
118	21	CANvelocity	118.169
118	21	CANlaneid	0
118	22	CANvelocity	119.435
118	22	CANlaneid	0
118	23	CANvelocity	119.316
118	23	CANlaneid	0
118	24	CANvelocity	119.204
118	24	CANlaneid	0
118	25	CANvelocity	118.737
118	25	CANlaneid	0
118	26	CANvelocity	118.382
118	26	CANlaneid	0
118	27	CANvelocity	118.268
118	27	CANlaneid	0
118	28	CANvelocity	118.763
118	28	CANlaneid	0
118	29	CANvelocity	118.76
118	29	CANlaneid	0
118	30	CANvelocity	118.68
118	30	CANlaneid	0
118	31	CANvelocity	118.333
118	31	CANlaneid	0
118	32	CANvelocity	118.993
118	32	CANlaneid	0
118	33	CANvelocity	117.726
118	33	CANlaneid	0
118	34	CANvelocity	118.908
118	34	CANlaneid	0
118	35	CANvelocity	110.535
118	35	CANlaneid	0
118	36	CANvelocity	103.004
118	36	CANlaneid	0
118	37	CANvelocity	91.1496
118	37	CANlaneid	0
118	38	CANvelocity	81.8431
118	38	CANlaneid	0
118	39	CANvelocity	64.1644
118	39	CANlaneid	0
118	40	CANvelocity	53.8052
118	40	CANlaneid	0
118	41	CANvelocity	32.4315
118	41	CANlaneid	0
118	42	CANvelocity	17.0454
118	42	CANlaneid	0
119	0	CANvelocity	77.1894
119	0	CANlaneid	0
119	1	CANvelocity	77.9895
119	1	CANlaneid	0
119	2	CANvelocity	79.7396
119	2	CANlaneid	0
119	3	CANvelocity	79.515
119	3	CANlaneid	0
119	4	CANvelocity	78.813
119	4	CANlaneid	0
119	5	CANvelocity	79.9031
119	5	CANlaneid	0
119	6	CANvelocity	79.4775
119	6	CANlaneid	0
119	7	CANvelocity	78.0082
119	7	CANlaneid	0
119	8	CANvelocity	79.8131
119	8	CANlaneid	0
119	9	CANvelocity	77.0948
119	9	CANlaneid	0
119	10	CANvelocity	77.6688
119	10	CANlaneid	0
119	11	CANvelocity	77.3811
119	11	CANlaneid	0
119	12	CANvelocity	77.5474
119	12	CANlaneid	0
119	13	CANvelocity	79.3829
119	13	CANlaneid	0
119	14	CANvelocity	105.828
119	14	CANlaneid	0
119	15	CANvelocity	118.065
119	15	CANlaneid	0
119	16	CANvelocity	117.594
119	16	CANlaneid	0
119	17	CANvelocity	119.602
119	17	CANlaneid	0
119	18	CANvelocity	119.83
119	18	CANlaneid	0
119	19	CANvelocity	118.379
119	19	CANlaneid	0
119	20	CANvelocity	119.725
119	20	CANlaneid	0
119	21	CANvelocity	119.062
119	21	CANlaneid	0
119	22	CANvelocity	119.005
119	22	CANlaneid	0
119	23	CANvelocity	119.811
119	23	CANlaneid	0
119	24	CANvelocity	119.47
119	24	CANlaneid	0
119	25	CANvelocity	118.079
119	25	CANlaneid	0
119	26	CANvelocity	119.587
119	26	CANlaneid	0
119	27	CANvelocity	117.909
119	27	CANlaneid	0
119	28	CANvelocity	118.301
119	28	CANlaneid	0
119	29	CANvelocity	119.661
119	29	CANlaneid	0
119	30	CANvelocity	119.966
119	30	CANlaneid	0
119	31	CANvelocity	119.152
119	31	CANlaneid	0
119	32	CANvelocity	117.777
119	32	CANlaneid	0
119	33	CANvelocity	119.514
119	33	CANlaneid	0
119	34	CANvelocity	119.931
119	34	CANlaneid	0
119	35	CANvelocity	115.645
119	35	CANlaneid	0
119	36	CANvelocity	106.066
119	36	CANlaneid	0
119	37	CANvelocity	95.8771
119	37	CANlaneid	0
119	38	CANvelocity	87.8453
119	38	CANlaneid	0
119	39	CANvelocity	68.3437
119	39	CANlaneid	0
119	40	CANvelocity	58.158
119	40	CANlaneid	0
119	41	CANvelocity	37.3604
119	41	CANlaneid	0
119	42	CANvelocity	21.825
119	42	CANlaneid	0
119	43	CANvelocity	5.33874
119	43	CANlaneid	0
120	0	CANvelocity	79.9031
120	0	CANlaneid	0
120	1	CANvelocity	77.1085
120	1	CANlaneid	0
120	2	CANvelocity	78.7987
120	2	CANlaneid	0
120	3	CANvelocity	78.9511
120	3	CANlaneid	0
120	4	CANvelocity	77.8412
120	4	CANlaneid	0
120	5	CANvelocity	79.1479
120	5	CANlaneid	0
120	6	CANvelocity	78.747
120	6	CANlaneid	0
120	7	CANvelocity	76.8809
120	7	CANlaneid	0
120	8	CANvelocity	77.7718
120	8	CANlaneid	0
120	9	CANvelocity	79.6783
120	9	CANlaneid	0
120	10	CANvelocity	78.5104
120	10	CANlaneid	0
120	11	CANvelocity	79.1536
120	11	CANlaneid	0
120	12	CANvelocity	78.0248
120	12	CANlaneid	0
120	13	CANvelocity	78.0714
120	13	CANlaneid	0
120	14	CANvelocity	93.2233
120	14	CANlaneid	0
120	15	CANvelocity	118.727
120	15	CANlaneid	0
120	16	CANvelocity	118.769
120	16	CANlaneid	0
120	17	CANvelocity	118.074
120	17	CANlaneid	0
120	18	CANvelocity	118.273
120	18	CANlaneid	0
120	19	CANvelocity	119.376
120	19	CANlaneid	0
120	20	CANvelocity	119.614
120	20	CANlaneid	0
120	21	CANvelocity	117.684
120	21	CANlaneid	0
120	22	CANvelocity	118.473
120	22	CANlaneid	0
120	23	CANvelocity	118.277
120	23	CANlaneid	0
120	24	CANvelocity	118.144
120	24	CANlaneid	0
120	25	CANvelocity	117.81
120	25	CANlaneid	0
120	26	CANvelocity	117.655
120	26	CANlaneid	0
120	27	CANvelocity	119.801
120	27	CANlaneid	0
120	28	CANvelocity	118.853
120	28	CANlaneid	0
120	29	CANvelocity	118.117
120	29	CANlaneid	0
120	30	CANvelocity	117.723
120	30	CANlaneid	0
120	31	CANvelocity	119.174
120	31	CANlaneid	0
120	32	CANvelocity	119.978
120	32	CANlaneid	0
120	33	CANvelocity	119.774
120	33	CANlaneid	0
120	34	CANvelocity	119.156
120	34	CANlaneid	0
120	35	CANvelocity	118.55
120	35	CANlaneid	0
120	36	CANvelocity	109.186
120	36	CANlaneid	0
120	37	CANvelocity	101.511
120	37	CANlaneid	0
120	38	CANvelocity	91.5282
120	38	CANlaneid	0
120	39	CANvelocity	71.8926
120	39	CANlaneid	0
120	40	CANvelocity	63.6136
120	40	CANlaneid	0
120	41	CANvelocity	41.7233
120	41	CANlaneid	0
120	42	CANvelocity	27.3891
120	42	CANlaneid	0
120	43	CANvelocity	10.4916
120	43	CANlaneid	0
121	0	CANvelocity	77.5011
121	0	CANlaneid	0
121	1	CANvelocity	77.4877
121	1	CANlaneid	0
121	2	CANvelocity	78.4937
121	2	CANlaneid	0
121	3	CANvelocity	79.3191
121	3	CANlaneid	0
121	4	CANvelocity	79.9793
121	4	CANlaneid	0
121	5	CANvelocity	79.2481
121	5	CANlaneid	0
121	6	CANvelocity	78.7854
121	6	CANlaneid	0
121	7	CANvelocity	78.5381
121	7	CANlaneid	0
121	8	CANvelocity	79.6394
121	8	CANlaneid	0
121	9	CANvelocity	76.901
121	9	CANlaneid	0
121	10	CANvelocity	79.2077
121	10	CANlaneid	0
121	11	CANvelocity	79.5527
121	11	CANlaneid	0
121	12	CANvelocity	78.5948
121	12	CANlaneid	0
121	13	CANvelocity	77.9955
121	13	CANlaneid	0
121	14	CANvelocity	89.9445
121	14	CANlaneid	0
121	15	CANvelocity	117.738
121	15	CANlaneid	0
121	16	CANvelocity	119.944
121	16	CANlaneid	0
121	17	CANvelocity	119.969
121	17	CANlaneid	0
121	18	CANvelocity	118.767
121	18	CANlaneid	0
121	19	CANvelocity	118.427
121	19	CANlaneid	0
121	20	CANvelocity	119.829
121	20	CANlaneid	0
121	21	CANvelocity	118.463
121	21	CANlaneid	0
121	22	CANvelocity	117.678
121	22	CANlaneid	0
121	23	CANvelocity	118.395
121	23	CANlaneid	0
121	24	CANvelocity	118.951
121	24	CANlaneid	0
121	25	CANvelocity	117.93
121	25	CANlaneid	0
121	26	CANvelocity	118.794
121	26	CANlaneid	0
121	27	CANvelocity	119.332
121	27	CANlaneid	0
121	28	CANvelocity	119.255
121	28	CANlaneid	0
121	29	CANvelocity	119.094
121	29	CANlaneid	0
121	30	CANvelocity	119.861
121	30	CANlaneid	0
121	31	CANvelocity	118.698
121	31	CANlaneid	0
121	32	CANvelocity	118.841
121	32	CANlaneid	0
121	33	CANvelocity	118.409
121	33	CANlaneid	0
121	34	CANvelocity	118.413
121	34	CANlaneid	0
121	35	CANvelocity	117.835
121	35	CANlaneid	0
121	36	CANvelocity	112.377
121	36	CANlaneid	0
121	37	CANvelocity	105.048
121	37	CANlaneid	0
121	38	CANvelocity	96.0136
121	38	CANlaneid	0
121	39	CANvelocity	75.9617
121	39	CANlaneid	0
121	40	CANvelocity	70.5564
121	40	CANlaneid	0
121	41	CANvelocity	47.1121
121	41	CANlaneid	0
121	42	CANvelocity	34.76
121	42	CANlaneid	0
121	43	CANvelocity	18.512
121	43	CANlaneid	0
122	0	CANvelocity	79.9106
122	0	CANlaneid	0
122	1	CANvelocity	79.9226
122	1	CANlaneid	0
122	2	CANvelocity	79.0364
122	2	CANlaneid	0
122	3	CANvelocity	79.536
122	3	CANlaneid	0
122	4	CANvelocity	79.0143
122	4	CANlaneid	0
122	5	CANvelocity	79.034
122	5	CANlaneid	0
122	6	CANvelocity	79.9715
122	6	CANlaneid	0
122	7	CANvelocity	78.0533
122	7	CANlaneid	0
122	8	CANvelocity	79.8072
122	8	CANlaneid	0
122	9	CANvelocity	77.4147
122	9	CANlaneid	0
122	10	CANvelocity	77.9859
122	10	CANlaneid	0
122	11	CANvelocity	79.0873
122	11	CANlaneid	0
122	12	CANvelocity	79.3231
122	12	CANlaneid	0
122	13	CANvelocity	79.0693
122	13	CANlaneid	0
122	14	CANvelocity	77.3911
122	14	CANlaneid	0
122	15	CANvelocity	111.332
122	15	CANlaneid	0
122	16	CANvelocity	119.669
122	16	CANlaneid	0
122	17	CANvelocity	118.143
122	17	CANlaneid	0
122	18	CANvelocity	118.636
122	18	CANlaneid	0
122	19	CANvelocity	119.111
122	19	CANlaneid	0
122	20	CANvelocity	118.319
122	20	CANlaneid	0
122	21	CANvelocity	117.727
122	21	CANlaneid	0
122	22	CANvelocity	119.318
122	22	CANlaneid	0
122	23	CANvelocity	118.695
122	23	CANlaneid	0
122	24	CANvelocity	119.595
122	24	CANlaneid	0
122	25	CANvelocity	119.806
122	25	CANlaneid	0
122	26	CANvelocity	119.925
122	26	CANlaneid	0
122	27	CANvelocity	118.821
122	27	CANlaneid	0
122	28	CANvelocity	118.751
122	28	CANlaneid	0
122	29	CANvelocity	117.653
122	29	CANlaneid	0
122	30	CANvelocity	119.553
122	30	CANlaneid	0
122	31	CANvelocity	119.012
122	31	CANlaneid	0
122	32	CANvelocity	119.414
122	32	CANlaneid	0
122	33	CANvelocity	117.628
122	33	CANlaneid	0
122	34	CANvelocity	118.61
122	34	CANlaneid	0
122	35	CANvelocity	118.272
122	35	CANlaneid	0
122	36	CANvelocity	116.642
122	36	CANlaneid	0
122	37	CANvelocity	109.286
122	37	CANlaneid	0
122	38	CANvelocity	101.695
122	38	CANlaneid	0
122	39	CANvelocity	80.0882
122	39	CANlaneid	0
122	40	CANvelocity	75.526
122	40	CANlaneid	0
122	41	CANvelocity	54.1931
122	41	CANlaneid	0
122	42	CANvelocity	39.9285
122	42	CANlaneid	0
122	43	CANvelocity	24.2921
122	43	CANlaneid	0
122	44	CANvelocity	5.55506
122	44	CANlaneid	0
123	0	CANvelocity	77.5271
123	0	CANlaneid	0
123	1	CANvelocity	78.4142
123	1	CANlaneid	0
123	2	CANvelocity	79.6871
123	2	CANlaneid	0
123	3	CANvelocity	77.31
123	3	CANlaneid	0
123	4	CANvelocity	78.943
123	4	CANlaneid	0
123	5	CANvelocity	77.0131
123	5	CANlaneid	0
123	6	CANvelocity	78.3418
123	6	CANlaneid	0
123	7	CANvelocity	77.0178
123	7	CANlaneid	0
123	8	CANvelocity	79.8682
123	8	CANlaneid	0
123	9	CANvelocity	79.5504
123	9	CANlaneid	0
123	10	CANvelocity	79.4634
123	10	CANlaneid	0
123	11	CANvelocity	78.4706
123	11	CANlaneid	0
123	12	CANvelocity	79.4487
123	12	CANlaneid	0
123	13	CANvelocity	77.8005
123	13	CANlaneid	0
123	14	CANvelocity	79.4612
123	14	CANlaneid	0
123	15	CANvelocity	100.154
123	15	CANlaneid	0
123	16	CANvelocity	119.163
123	16	CANlaneid	0
123	17	CANvelocity	119.227
123	17	CANlaneid	0
123	18	CANvelocity	118.38
123	18	CANlaneid	0
123	19	CANvelocity	119.783
123	19	CANlaneid	0
123	20	CANvelocity	119.55
123	20	CANlaneid	0
123	21	CANvelocity	119.492
123	21	CANlaneid	0
123	22	CANvelocity	117.981
123	22	CANlaneid	0
123	23	CANvelocity	118.148
123	23	CANlaneid	0
123	24	CANvelocity	119.713
123	24	CANlaneid	0
123	25	CANvelocity	119.459
123	25	CANlaneid	0
123	26	CANvelocity	119.97
123	26	CANlaneid	0
123	27	CANvelocity	118.218
123	27	CANlaneid	0
123	28	CANvelocity	119.296
123	28	CANlaneid	0
123	29	CANvelocity	117.857
123	29	CANlaneid	0
123	30	CANvelocity	117.789
123	30	CANlaneid	0
123	31	CANvelocity	118.208
123	31	CANlaneid	0
123	32	CANvelocity	118.611
123	32	CANlaneid	0
123	33	CANvelocity	118.745
123	33	CANlaneid	0
123	34	CANvelocity	119.911
123	34	CANlaneid	0
123	35	CANvelocity	119.007
123	35	CANlaneid	0
123	36	CANvelocity	119.538
123	36	CANlaneid	0
123	37	CANvelocity	112.099
123	37	CANlaneid	0
123	38	CANvelocity	106.035
123	38	CANlaneid	0
123	39	CANvelocity	85.4104
123	39	CANlaneid	0
123	40	CANvelocity	81.1921
123	40	CANlaneid	0
123	41	CANvelocity	59.3205
123	41	CANlaneid	0
123	42	CANvelocity	44.7916
123	42	CANlaneid	0
123	43	CANvelocity	32.0859
123	43	CANlaneid	0
123	44	CANvelocity	11.5235
123	44	CANlaneid	0
124	0	CANvelocity	79.5508
124	0	CANlaneid	0
124	1	CANvelocity	77.4089
124	1	CANlaneid	0
124	2	CANvelocity	79.5287
124	2	CANlaneid	0
124	3	CANvelocity	77.8156
124	3	CANlaneid	0
124	4	CANvelocity	78.0939
124	4	CANlaneid	0
124	5	CANvelocity	79.5253
124	5	CANlaneid	0
124	6	CANvelocity	79.6276
124	6	CANlaneid	0
124	7	CANvelocity	79.1475
124	7	CANlaneid	0
124	8	CANvelocity	79.4084
124	8	CANlaneid	0
124	9	CANvelocity	79.7629
124	9	CANlaneid	0
124	10	CANvelocity	78.5718
124	10	CANlaneid	0
124	11	CANvelocity	79.984
124	11	CANlaneid	0
124	12	CANvelocity	77.0472
124	12	CANlaneid	0
124	13	CANvelocity	79.8649
124	13	CANlaneid	0
124	14	CANvelocity	79.8482
124	14	CANlaneid	0
124	15	CANvelocity	91.2276
124	15	CANlaneid	0
124	16	CANvelocity	111.184
124	16	CANlaneid	0
124	17	CANvelocity	118.365
124	17	CANlaneid	0
124	18	CANvelocity	118.696
124	18	CANlaneid	0
124	19	CANvelocity	118.831
124	19	CANlaneid	0
124	20	CANvelocity	118.72
124	20	CANlaneid	0
124	21	CANvelocity	119.333
124	21	CANlaneid	0
124	22	CANvelocity	117.564
124	22	CANlaneid	0
124	23	CANvelocity	118.148
124	23	CANlaneid	0
124	24	CANvelocity	117.953
124	24	CANlaneid	0
124	25	CANvelocity	118.07
124	25	CANlaneid	0
124	26	CANvelocity	118.383
124	26	CANlaneid	0
124	27	CANvelocity	118.193
124	27	CANlaneid	0
124	28	CANvelocity	118.994
124	28	CANlaneid	0
124	29	CANvelocity	118.801
124	29	CANlaneid	0
124	30	CANvelocity	119.757
124	30	CANlaneid	0
124	31	CANvelocity	117.883
124	31	CANlaneid	0
124	32	CANvelocity	118.345
124	32	CANlaneid	0
124	33	CANvelocity	119.952
124	33	CANlaneid	0
124	34	CANvelocity	119.378
124	34	CANlaneid	0
124	35	CANvelocity	119.593
124	35	CANlaneid	0
124	36	CANvelocity	117.584
124	36	CANlaneid	0
124	37	CANvelocity	115.457
124	37	CANlaneid	0
124	38	CANvelocity	110.449
124	38	CANlaneid	0
124	39	CANvelocity	88.9555
124	39	CANlaneid	0
124	40	CANvelocity	85.3829
124	40	CANlaneid	0
124	41	CANvelocity	65.1687
124	41	CANlaneid	0
124	42	CANvelocity	50.2692
124	42	CANlaneid	0
124	43	CANvelocity	40.1049
124	43	CANlaneid	0
124	44	CANvelocity	18.5671
124	44	CANlaneid	0
125	0	CANvelocity	79.3327
125	0	CANlaneid	0
125	1	CANvelocity	77.8447
125	1	CANlaneid	0
125	2	CANvelocity	77.7466
125	2	CANlaneid	0
125	3	CANvelocity	79.043
125	3	CANlaneid	0
125	4	CANvelocity	78.7801
125	4	CANlaneid	0
125	5	CANvelocity	78.4944
125	5	CANlaneid	0
125	6	CANvelocity	79.8545
125	6	CANlaneid	0
125	7	CANvelocity	79.2613
125	7	CANlaneid	0
125	8	CANvelocity	77.2382
125	8	CANlaneid	0
125	9	CANvelocity	77.0336
125	9	CANlaneid	0
125	10	CANvelocity	78.1385
125	10	CANlaneid	0
125	11	CANvelocity	77.2236
125	11	CANlaneid	0
125	12	CANvelocity	78.1676
125	12	CANlaneid	0
125	13	CANvelocity	76.8525
125	13	CANlaneid	0
125	14	CANvelocity	78.0805
125	14	CANlaneid	0
125	15	CANvelocity	78.9936
125	15	CANlaneid	0
125	16	CANvelocity	100.248
125	16	CANlaneid	0
125	17	CANvelocity	119.133
125	17	CANlaneid	0
125	18	CANvelocity	118.525
125	18	CANlaneid	0
125	19	CANvelocity	117.575
125	19	CANlaneid	0
125	20	CANvelocity	119.449
125	20	CANlaneid	0
125	21	CANvelocity	118.855
125	21	CANlaneid	0
125	22	CANvelocity	118.219
125	22	CANlaneid	0
125	23	CANvelocity	119.207
125	23	CANlaneid	0
125	24	CANvelocity	119.775
125	24	CANlaneid	0
125	25	CANvelocity	118.919
125	25	CANlaneid	0
125	26	CANvelocity	117.566
125	26	CANlaneid	0
125	27	CANvelocity	119.15
125	27	CANlaneid	0
125	28	CANvelocity	117.755
125	28	CANlaneid	0
125	29	CANvelocity	119.908
125	29	CANlaneid	0
125	30	CANvelocity	119.201
125	30	CANlaneid	0
125	31	CANvelocity	119.495
125	31	CANlaneid	0
125	32	CANvelocity	119.768
125	32	CANlaneid	0
125	33	CANvelocity	118.912
125	33	CANlaneid	0
125	34	CANvelocity	118.372
125	34	CANlaneid	0
125	35	CANvelocity	119.71
125	35	CANlaneid	0
125	36	CANvelocity	119.149
125	36	CANlaneid	0
125	37	CANvelocity	119.355
125	37	CANlaneid	0
125	38	CANvelocity	113.352
125	38	CANlaneid	0
125	39	CANvelocity	94.8394
125	39	CANlaneid	0
125	40	CANvelocity	91.1768
125	40	CANlaneid	0
125	41	CANvelocity	71.0941
125	41	CANlaneid	0
125	42	CANvelocity	56.0114
125	42	CANlaneid	0
125	43	CANvelocity	45.9532
125	43	CANlaneid	0
125	44	CANvelocity	25.1729
125	44	CANlaneid	0
125	45	CANvelocity	6.18797
125	45	CANlaneid	0
126	0	CANvelocity	77.2321
126	0	CANlaneid	0
126	1	CANvelocity	78.0636
126	1	CANlaneid	0
126	2	CANvelocity	76.8527
126	2	CANlaneid	0
126	3	CANvelocity	77.3519
126	3	CANlaneid	0
126	4	CANvelocity	76.9655
126	4	CANlaneid	0
126	5	CANvelocity	79.45
126	5	CANlaneid	0
126	6	CANvelocity	77.3694
126	6	CANlaneid	0
126	7	CANvelocity	78.5078
126	7	CANlaneid	0
126	8	CANvelocity	78.5388
126	8	CANlaneid	0
126	9	CANvelocity	79.2497
126	9	CANlaneid	0
126	10	CANvelocity	79.2729
126	10	CANlaneid	0
126	11	CANvelocity	79.8168
126	11	CANlaneid	0
126	12	CANvelocity	79.2981
126	12	CANlaneid	0
126	13	CANvelocity	78.4217
126	13	CANlaneid	0
126	14	CANvelocity	78.7703
126	14	CANlaneid	0
126	15	CANvelocity	78.4007
126	15	CANlaneid	0
126	16	CANvelocity	90.5592
126	16	CANlaneid	0
126	17	CANvelocity	118.632
126	17	CANlaneid	0
126	18	CANvelocity	117.624
126	18	CANlaneid	0
126	19	CANvelocity	118.961
126	19	CANlaneid	0
126	20	CANvelocity	118.674
126	20	CANlaneid	0
126	21	CANvelocity	119.395
126	21	CANlaneid	0
126	22	CANvelocity	118.331
126	22	CANlaneid	0
126	23	CANvelocity	118.824
126	23	CANlaneid	0
126	24	CANvelocity	118.527
126	24	CANlaneid	0
126	25	CANvelocity	118.005
126	25	CANlaneid	0
126	26	CANvelocity	118.601
126	26	CANlaneid	0
126	27	CANvelocity	118.514
126	27	CANlaneid	0
126	28	CANvelocity	117.836
126	28	CANlaneid	0
126	29	CANvelocity	118.952
126	29	CANlaneid	0
126	30	CANvelocity	119.912
126	30	CANlaneid	0
126	31	CANvelocity	119.375
126	31	CANlaneid	0
126	32	CANvelocity	118.503
126	32	CANlaneid	0
126	33	CANvelocity	119.912
126	33	CANlaneid	0
126	34	CANvelocity	119.633
126	34	CANlaneid	0
126	35	CANvelocity	119.696
126	35	CANlaneid	0
126	36	CANvelocity	117.918
126	36	CANlaneid	0
126	37	CANvelocity	118.067
126	37	CANlaneid	0
126	38	CANvelocity	116.08
126	38	CANlaneid	0
126	39	CANvelocity	98.1493
126	39	CANlaneid	0
126	40	CANvelocity	95.231
126	40	CANlaneid	0
126	41	CANvelocity	75.1873
126	41	CANlaneid	0
126	42	CANvelocity	62.0542
126	42	CANlaneid	0
126	43	CANvelocity	52.7808
126	43	CANlaneid	0
